20222,17,1.0
1447155,17,1.0
1315108,19,0.8538011695906432
483631,18,0.9477124183006536
1112826,18,0.9477124183006536
1236841,18,0.9477124183006536
1408279,18,0.9477124183006536
1288793,18,0.9477124183006536
1460471,18,0.9477124183006536
1275821,18,0.9477124183006536
1232767,18,0.9477124183006536
1485194,18,0.9477124183006536
27593,17,1.0
109269,17,1.0
1420460,17,1.0
157293,17,1.0
1265554,17,1.0
1460548,17,1.0
1535663,2,1.0
1071864,11,0.8363636363636363
1469130,19,1.0
1400732,19,1.0
1351255,19,1.0
120631,19,1.0
1293285,19,1.0
1548569,19,1.0
1285531,19,1.0
1145370,19,1.0
1176864,20,0.9105263157894737
1073846,20,0.9105263157894737
1256625,20,0.9105263157894737
1226414,19,1.0
123914,19,1.0
12490,19,1.0
1058021,19,1.0
1174435,19,1.0
1539895,19,1.0
1053408,19,1.0
1297127,19,1.0
1325304,19,1.0
1272655,4,0.5
198799,3,1.0
1938,4,0.6666666666666666
1326032,4,0.6666666666666666
1015679,3,1.0
1144630,3,0.3333333333333333
1369721,2,1.0
1326948,2,1.0
1340995,2,1.0
1306644,1,0
1477089,1,0
1175042,2,1.0
1189418,2,1.0
159292,2,1.0
1504852,2,1.0
1084659,2,1.0
1315019,2,1.0
1176515,8,1.0
159683,8,1.0
1464688,8,1.0
1556715,8,1.0
1258590,8,1.0
1470074,8,1.0
1265158,8,1.0
1395085,8,1.0
1535347,8,1.0
1512921,9,0.8055555555555556
1114840,11,0.6
226487,9,0.6666666666666666
1420910,9,0.6666666666666666
1261196,8,0.8928571428571429
1218624,10,0.7555555555555555
1240803,7,0.9523809523809523
1492587,8,0.8928571428571429
308333,10,0.7555555555555555
1549495,10,0.7555555555555555
36526,5,1.0
1432841,5,1.0
1301618,5,1.0
574023,6,1.0
1272873,1,0
1112797,1,0
178841,6,1.0
1480152,6,1.0
1043486,6,1.0
1552499,6,1.0
1204670,6,1.0
1050021,6,1.0
296707,6,1.0
106765,1,0
1186450,3,0
1034591,4,0.5
353597,3,0.6666666666666666
1443604,4,0.5
1336208,4,0.5
1284883,4,0.3333333333333333
1343751,3,0.6666666666666666
1156735,2,1.0
115289,3,0.6666666666666666
314011,3,0.3333333333333333
1133466,4,0.5
25695,4,0.5
1460395,3,0.3333333333333333
1088432,2,1.0
1232873,2,1.0
1178879,1,0
1032683,1,0
1233890,2,0
1429190,2,0
311034,3,0
127060,5,0.6
1367343,2,0
1037350,4,1.0
1491851,5,0.7
1114522,5,0.7
1494472,4,1.0
173977,1,0
1550278,3,0.3333333333333333
1229013,2,1.0
1506416,4,0.3333333333333333
